x,y,z_true,layer
780.0935862776315,795.6070703504282,440.1258671950845,7
780.0911347700826,795.6070139251368,440.1258595512524,8
780.0918977426821,795.6077727177252,440.12580964958033,9
779.9729682792592,731.9679902574644,544.7493746664264,0
779.9720878140959,731.9678709237288,544.7493793003745,1
779.972539001916,731.9698852795713,544.7492314280356,2
779.9716159549669,731.9694341837662,544.7492605697271,3
779.9720714233948,731.9681372644185,494.74935938094535,4
779.9724946506533,731.9678948949282,494.7493794810251,5
779.9720480317078,731.9677322593582,494.74938943746633,6
779.9745664061461,731.9689654008026,444.74930975030446,7
779.9719019555052,731.9691441171615,444.74928355958986,8
779.9724893529635,731.9687091676511,444.7493187987517,9
290.41867500769735,2919.032421765047,554.3080108229714,0
290.4175303398497,2919.031088439096,554.3080240376369,1
290.4177857893002,2919.0293623361717,554.3080958554785,2
290.41654564993513,2919.0330311316043,554.3079212527853,3
290.41970580871083,2919.0314152212973,504.308080472697,4
290.41863739796037,2919.031975507491,504.30802612631226,5
290.4211397218058,2919.0327838322482,504.3080750625658,6
290.41793292340583,2919.030708716896,454.3080507449797,7
290.4164543946771,2919.0318677209725,454.30796136290473,8
290.41730449025204,2919.030242003627,454.3080481980643,9
4330.880082301792,1179.2920924522775,548.9490352591052,0
4330.88241601631,1179.294055640038,548.9491227641292,1
4330.880720902034,1179.2946539444201,548.9490349935554,2
4330.880806242983,1179.2923127160798,548.9490670532426,3
4330.882251998753,1179.2937129103248,498.94911906292396,4
4330.879691628521,1179.292983661603,498.9490060208422,5
4330.879853256422,1179.2917912005503,498.9490279694234,6
4330.881655052223,1179.2950834169217,448.9490742827068,7
4330.879330307102,1179.2937369695178,448.94897982786557,8
4330.880078232107,1179.2926868748973,448.949027956171,9
3005.57446632212,2676.13880154057,552.2737731466325,0
3005.575107237672,2676.1388345812234,552.2738105614496,1
3005.57532917287,2676.1396152932302,552.2738281178338,2
3005.5748197679973,2676.1387579676775,552.2737934102472,3
3005.5744819447136,2676.1404209225657,502.2737837382519,4
3005.575559633232,2676.138687976095,502.27383595481183,5
3005.5751580483497,2676.140416918463,502.27382297480113,6
3005.573389310763,2676.140208891532,452.27371902235456,7
3005.574396092285,2676.1402361300084,452.2737776477825,8
3005.5742954568877,2676.137860649239,452.27375759789595,9
3540.36126143779,1893.4159260767353,564.3690308825754,0
3540.363148702729,1893.4149736751635,564.3689927895693,1
3540.3635275726865,1893.4142164717264,564.3689559017268,2
3540.362822900429,1893.414666975589,564.3689750274111,3
3540.3622371441197,1893.41592539046,514.3690365904494,4
3540.362028566862,1893.4154934362443,514.369013047538,5
3540.3638952730366,1893.4153010999191,514.3690140991827,6
3540.3637246723397,1893.414748284934,464.3689845359462,7
3540.3634187844054,1893.4173195604094,464.3691155702875,8
3540.3604173357276,1893.4150810965332,464.36898226158985,9
102.92304855113942,2384.4337075795593,551.5622648485203,0
102.9228426248856,2384.4333066397585,551.5622512023776,1
102.9225580687997,2384.43375494771,551.5622352050943,2
102.92363926107389,2384.4341650457886,551.5623020172158,3
102.9228090816743,2384.4334987479792,501.56224971391487,4
102.92198387278816,2384.4334780667577,501.56219955417765,5
102.9228659311546,2384.4334896404644,501.56225313942366,6
102.92276125386913,2384.435986025744,451.56225390563753,7
102.92334260371567,2384.4335846014133,451.56228235044273,8
102.92367269293439,2384.4335025495725,451.562302156998,9
4849.547222685436,1507.9102712292654,577.807177924299,0
4849.5473900180505,1507.9109278020924,577.8071774281401,1
4849.54927922835,1507.9129557528886,577.8072468887995,2
4849.549587737345,1507.9110602150477,577.8072892716832,3
4849.550090215553,1507.9090681802675,527.8073430338324,4
4849.549496424529,1507.9120501807704,527.8072707480335,5
4849.547782223725,1507.9124230696195,527.8071768735751,6
4849.549599306379,1507.9108640276625,477.8072926049779,7
4849.549893591838,1507.9135500084342,477.80727038617204,8
4849.549442676226,1507.9115275361628,477.8072752532039,9
4162.21274464121,1730.710804034708,557.2916445026985,0
4162.214034337925,1730.7107977952514,557.2916637701214,1
4162.213275568346,1730.7111762216307,557.2916748986064,2
4162.213682981935,1730.7119875411827,557.29172973659,3
4162.214241542053,1730.7111438626785,507.29168767019013,4
4162.212934127174,1730.7106751153617,507.29163966060247,5
4162.212759708848,1730.7120311795704,507.291718291516,6
4162.213960990725,1730.7107317137531,457.2916586919304,7
4162.214073608029,1730.7130095169362,457.29179694638646,8
4162.213617437012,1730.7135306748899,457.2918212392436,9
1061.6947796021818,1477.5518368018884,530.6147485314523,0
1061.693774671132,1477.5545775009032,530.6148028722126,1
1061.6962077570372,1477.5530258719207,530.614831408798,2
1061.695833360007,1477.5519559675442,530.6147858058068,3
1061.6979991433604,1477.5532106777737,480.6148942155607,4
1061.6956627861755,1477.5538072232155,480.61483867841696,5
1061.6960344006125,1477.553305340616,480.6148346949555,6
1061.6947629169254,1477.5535529249487,430.6148020439928,7
1061.6974354158774,1477.5544268766378,430.61491458243415,8
1061.6971465780075,1477.5525702409152,430.61484692573543,9
909.1238464306829,585.7288376072134,556.4652435887222,0
909.1248917604154,585.730057585652,556.4651565338999,1
909.1231435708734,585.730492944453,556.465118174397,2
909.1246780276045,585.7285365130635,556.4652688203182,3
909.1238239311278,585.7273085374617,506.4653571268772,4
909.1256592060871,585.7290367121008,506.46523502718225,5
909.1235460746034,585.7276683153615,506.46532943874155,6
909.1245002508039,585.7306324156589,456.4651124757982,7
909.1245764441518,585.7274602511804,456.4653484412455,8
909.124590292439,585.7286906705638,456.46525706420124,9
917.0198523805261,2167.3562914896497,569.0437701332982,0
917.0223183326389,2167.357041990881,569.0437973399622,1
917.024398223264,2167.357472349546,569.0438095250429,2
917.0222803784785,2167.3552392586075,569.043701798717,3
917.0251226269723,2167.3564050029504,519.0437491265518,4
917.022563196461,2167.356321659429,519.0437578299844,5
917.0227473519299,2167.3562014241043,519.0437505000965,6
917.0219756051622,2167.355798925575,469.04373308383833,7
917.0225165138988,2167.355802359745,469.0437304915122,8
917.0218364213864,2167.356452214744,469.0437684914052,9
1521.2109598204713,842.318591315556,554.4070630152905,0
1521.2085638278802,842.3181788294194,554.4069815610021,1
1521.212460882881,842.315013932335,554.407146219758,2
1521.2108721100944,842.3167158817014,554.4070756380474,3
1521.209807285994,842.3163095058799,504.4070413095231,4
1521.2101042218433,842.3188395930108,504.4070306101493,5
1521.2121504760817,842.3183588776624,504.40710716198896,6
1521.2119364697526,842.3159582707962,454.4071197136602,7
1521.2106902774224,842.3175766971286,454.4070619733266,8
1521.2099926698797,842.3178003209975,454.4070353742994,9
2623.7819178357913,72.94752447355397,537.5955651756301,0
2623.7828691211575,72.948343557673,537.5956065035004,1
2623.7817971950235,72.94905862416488,537.5955758237574,2
2623.7810770978617,72.94851522996846,537.5955452830087,3
2623.782751262447,72.94758974792221,487.5955950554861,4
2623.7824842942114,72.94664818078513,487.5955765537432,5
2623.7830821882085,72.94771439222508,487.59560787745033,6
2623.781635438169,72.94894830358736,437.59556907723356,7
2623.781453817499,72.94649083306516,437.59553886591226,8
2623.7806015320157,72.94850530431286,437.59552849820443,9
2159.7238127812266,1936.4186425156854,553.3700438534895,0
2159.7230112811712,1936.4185841778717,553.3700463337109,1
2159.7253042280463,1936.4167910083916,553.3701778372467,2
2159.7245482914923,1936.4172868576177,553.3701412235171,3
2159.7250555758765,1936.4179910233854,503.3700924720716,4
2159.7252074382277,1936.417038023265,503.3701601718004,5
2159.7247295983666,1936.4168307758796,503.37017384583964,6
2159.725401012348,1936.4151775531107,453.3702921257786,7
2159.723745025157,1936.4176309855975,453.37011524112705,8
2159.725264076017,1936.416703738167,453.370183925846,9
1456.1457194241427,531.3323858028522,557.8552615498916,0
1456.1451612305293,531.3312599164215,557.8552874734055,1
1456.1458968354648,531.3310598483693,557.8552845426908,2
1456.1461092429654,531.3303356375426,557.8552960579473,3
1456.146730145847,531.3325108186292,507.85525010550003,4
1456.145957019944,531.3330209121308,507.85524762431425,5
1456.1473664646542,531.3330525912119,507.85523431133885,6
1456.1438601159784,531.3307586441802,457.85530851905537,7
1456.145076171632,531.3320643121971,457.8552733208845,8
1456.1462186492301,531.3313124773337,457.8552769511591,9
3059.2646603786616,2821.3749976758104,556.1241903810512,0
3059.2638620940943,2821.3743463976457,556.1241482046551,1
3059.2635503786514,2821.374401374137,556.1241337645325,2
3059.263497738644,2821.3768067005394,556.1241470447071,3
3059.2635242130086,2821.3783854408075,506.12415865878955,4
3059.264966929798,2821.375937894866,506.1242111045611,5
3059.263615254117,2821.376453368622,506.12415030655285,6
3059.263897974071,2821.3758750685574,456.1241599367252,7
3059.2670336964356,2821.375656998843,456.1243073952451,8
3059.2656228852234,2821.3750498823174,456.1242364249393,9
697.4692682717186,2861.787501808398,566.7812185752929,0
697.4686762931514,2861.7875434563202,566.781209178001,1
697.4700110121446,2861.785168540986,566.7813638084283,2
697.4699356679482,2861.7867035622116,566.7812731215453,3
697.4699250701714,2861.7841607830424,516.7814217530099,4
697.4685761230334,2861.7854834891264,516.7813285112643,5
697.4692288267801,2861.7863516798598,516.7812853957672,6
697.46948096121,2861.7843956634033,466.7814027901285,7
697.4696834580601,2861.786341593507,466.78129133164157,8
697.4698630506571,2861.7868117884877,466.78126593627053,9
1460.7240765982453,2744.593629841425,557.3002993899263,0
1460.7231725103795,2744.591509700412,557.3003624179335,1
1460.72367229431,2744.5933783490327,557.3003199462262,2
1460.723514254928,2744.5918939127696,557.3003431625864,3
1460.7221616195504,2744.594223814199,507.3003772030413,4
1460.7232031209371,2744.593852162043,507.3003354151376,5
1460.723270994467,2744.593200417485,507.30033956461335,6
1460.7241809598968,2744.5926546166174,457.30030547551564,7
1460.723338796868,2744.592708386057,457.3003419680002,8
1460.7228081798635,2744.5928614892223,457.30036365483335,9
1831.80943860223,1110.4756220177117,570.9096141915089,0
1831.8104722245841,1110.4752061590311,570.9096648422817,1
1831.8090295968143,1110.475661035275,570.9095927224008,2
1831.810663446343,1110.4762973211098,570.909687486139,3
1831.810248312998,1110.4746152059602,520.9096461310432,4
1831.8094835187244,1110.476990397129,520.9096321470297,5
1831.8092987524478,1110.4771662467083,520.9096242463572,6
1831.8086991800085,1110.4775101137734,470.90959603157637,7
1831.8115153665822,1110.4757379277728,470.9097267711745,8
1831.8087709659371,1110.4775541508104,470.9096003779109,9
2280.3515006573252,46.36932672657513,531.8525228250732,0
2280.3495008983627,46.369567801993426,531.8525324203599,1
2280.3485766346685,46.3689309346558,531.8525319352129,2
2280.348916944413,46.36908178903718,531.8525315638942,3
2280.3498864002922,46.37008380133482,481.85253426900516,4
2280.3514715856722,46.368851232561546,481.85251981507895,5
2280.350905407578,46.36963559775806,481.8525272402293,6
2280.34987162147,46.370524406094454,431.85253722533804,7
2280.348798363158,46.37023199634847,431.8525396017876,8
2280.350087537388,46.370342037866294,431.85253516131894,9
3925.880096133712,2784.958143063316,587.4015023254011,0
3925.879169225084,2784.955156766221,587.4016442608789,1
3925.8791838245415,2784.955132286057,587.4016455376819,2
3925.8791695779405,2784.9568767797073,587.401559787714,3
3925.881227469316,2784.9551170168825,537.4016567177371,4
3925.878974609495,2784.956159178733,537.4015940361992,5
3925.8792547420235,2784.956320694994,537.4015875333909,6
3925.880009888089,2784.9541720190614,487.40169691507685,7
3925.8813544702693,2784.957483640849,487.4015411338743,8
3925.8791941763775,2784.955300061616,487.4016373505797,9
998.3691966571895,1284.552779408733,525.1697470001743,0
998.3695693360714,1284.5544551564817,525.1697627098137,1
998.3687338445712,1284.5516466546985,525.1697301112903,2
998.3675314725707,1284.551714021903,525.1696945505428,3
998.3688776648258,1284.5542395098066,475.1697415503503,4
998.3683931804997,1284.5526687398947,475.1697228068003,5
998.3688943689026,1284.5536333452164,475.16974037222576,6
998.3714377242246,1284.55191408317,425.1698112377092,7
998.3684213523562,1284.55348911282,425.1697259108081,8
998.3695926832884,1284.5542916592688,425.16976295220604,9
2571.172775996243,2899.964097838918,541.5669040903439,0
2571.1727827228888,2899.965565834589,541.5669836515126,1
2571.173012550239,2899.9649644050396,541.5669555226083,2
2571.1732587427477,2899.965626426599,541.5669960722976,3
2571.173574227049,2899.9651058408963,491.5669739628897,4
2571.1720249499776,2899.964603844695,491.5669170456276,5
2571.1733985770243,2899.9636401953376,491.566891284728,6
2571.172560741367,2899.964063792196,441.56689811401765,7
2571.172220812881,2899.9657355828713,441.56698204471815,8
2571.172383167126,2899.9645035675567,441.56691849945867,9
2962.0714844540717,2890.8606775213243,552.8452971513619,0
2962.0734897943935,2890.8620945224816,552.8454006644713,1
2962.0725365319777,2890.860150418086,552.8453268824753,2
2962.073093693896,2890.8615087210383,552.8453743010057,3
2962.07274901468,2890.860210289284,502.8453361044339,4
2962.0734522067223,2890.8601178768818,502.8453610035019,5
2962.072397876598,2890.8601253577513,502.8453211356648,6
2962.0739179419625,2890.858904752459,452.84535521300165,7
2962.072977279887,2890.8592311469433,452.84532582757856,8
2962.0740393568412,2890.8584080808537,452.8453502136984,9
232.25150467814134,2559.0287436139556,559.3947294461038,0
232.25362912401786,2559.0283006518193,559.3948558690167,1
232.25150840046192,2559.0302475591498,559.3947208877291,2
232.2506155860882,2559.0261675961237,559.3946926493469,3
232.25250361443867,2559.027864347856,509.39479280652347,4
232.2510423671715,2559.0290747585277,509.39470056484515,5
232.2523074007024,2559.0278023234496,509.39478173071655,6
232.25078329558994,2559.0292388594085,459.39468450550635,7
232.25271380116658,2559.0282672262165,459.3948027080296,8
232.25391023698467,2559.027296317314,459.39487811572815,9
3037.7227339820206,883.3459843006873,567.1049704753613,0
3037.7242139211753,883.3469195482064,567.104935910254,1
3037.724018271134,883.3470282641537,567.1049429032223,2
3037.7230079677674,883.3481199733612,567.1049845448456,3
3037.724177356013,883.3477935045887,517.1049461202572,4
3037.724602232538,883.3471329619763,517.1049265073513,5
3037.7248292744716,883.3471239173172,517.1049196138192,6
3037.7249022299516,883.3480053612873,467.1049266220331,7
3037.724456028361,883.3473852125147,467.10493351656953,8
3037.724169771497,883.3481163259726,467.1049497142751,9
852.6199420441557,1155.2949867462087,523.172278995359,0
852.6205782785071,1155.2917550306736,523.1723537991948,1
852.6207465408726,1155.2925047541182,523.1723404838383,2
852.6214590800066,1155.2925331817964,523.1723490077063,3
852.6201722530244,1155.2912962650448,473.1723580722321,4
852.6201661301384,1155.290761926449,473.1723690173942,5
852.6190345336341,1155.2939462204317,473.172288857832,6
852.6214042366163,1155.2936112633374,423.1723260659887,7
852.6196514603146,1155.2931380944196,423.1723134169024,8
852.6206148339186,1155.2920274410865,423.1723486467745,9
325.25946832469936,2553.4108919128616,564.5960733287058,0
325.25774396222374,2553.4100414364098,564.5959883596604,1
325.2581733092055,2553.4079728157026,564.5960244517588,2
325.25771774901506,2553.409332566323,564.5959916262096,3
325.25696330638766,2553.409733450278,514.5959493876356,4
325.2597626129244,2553.410655393432,514.5960903297762,5
325.2573937474078,2553.4105871333522,514.5959663970235,6
325.25936428183417,2553.410939184254,464.5960675562071,7
325.2580245567675,2553.409367613793,464.5960075059529,8
325.2586631497112,2553.410408035956,464.5960342214719,9
4744.428581459887,950.7666506406347,573.2068598759241,0
4744.4287358193815,950.7654802336214,573.2068657665287,1
4744.429003660733,950.7662130684377,573.2068796494324,2
4744.429761527539,950.7653262810148,573.2069150092774,3
4744.42942223047,950.7662133796164,523.206899828042,4
4744.4270348486625,950.765531582999,523.2067838351379,5
4744.427365919359,950.7664396347793,523.206800998167,6
4744.428209102155,950.7654417688291,473.2068403238894,7
4744.427661912075,950.7681577391916,473.2068175433717,8
4744.429413809837,950.7664517925026,473.20689973799676,9
4828.160203376275,508.4783600896042,571.0920012598702,0
4828.1607788907695,508.4772172657123,571.0919777106976,1
4828.159907996259,508.47657147420364,571.0919790389282,2
4828.160564595919,508.47888725421717,571.0920044546142,3
4828.159682186334,508.47981404504077,521.0920286382341,4
4828.158939607134,508.4767756833973,521.0919938377405,5
4828.160389824615,508.4792871565801,521.0920123693649,6
4828.161849300488,508.47778117401464,471.0919727586478,7
4828.16124405363,508.478201549808,471.0919862364078,8
4828.159992745496,508.47912371821496,471.0920148671256,9
4041.987392905184,1670.4022109828936,551.9419062506013,0
4041.9882171226554,1670.4051674664047,551.9420957977457,1
4041.9861150196043,1670.404183178584,551.9420107786561,2
4041.987234612492,1670.4040480488163,551.9420159906581,3
4041.9861902771518,1670.4031157516827,501.94194681366344,4
4041.986715028235,1670.40496010407,501.9420651863561,5
4041.9872841824604,1670.4034167607185,501.9419782217621,6
4041.9875122810163,1670.40093883243,451.9418303738829,7
4041.987889348006,1670.4020476612718,451.9419022779699,8
4041.986378141364,1670.4026677051559,451.9419218384747,9
1523.0675511853779,2808.4654833091304,554.1138619918856,0
1523.0683781656521,2808.4646689862248,554.1138351294135,1
1523.0687989462747,2808.4647995231703,554.1138177510768,2
1523.0689226887446,2808.4630394901187,554.1138248864257,3
1523.0698421336729,2808.46382872576,504.1137834811914,4
1523.0672892849548,2808.463894367182,504.1138830749816,5
1523.070346626644,2808.465172704085,504.1137545598341,6
1523.0684972147192,2808.4639732246387,454.11383520180465,7
1523.0685242318023,2808.4663992303267,454.11381762359133,8
1523.0692278023057,2808.4647525239902,454.11380126518054,9
488.3616003153734,2088.089628814078,560.3547304679115,0
488.3603109897735,2088.08919367507,560.3546802037497,1
488.3604984306599,2088.0893528026822,560.354692525613,2
488.36129766146297,2088.0894419708047,560.354714238644,3
488.36130267199655,2088.0893093083387,510.3547074063925,4
488.3606486671097,2088.087391824234,510.35459315806514,5
488.36148635959404,2088.0897365133947,510.35473367043755,6
488.3615680420292,2088.0864937695405,460.35456579529057,7
488.3626584066241,2088.0892504352905,460.35473324696386,8
488.36167821473606,2088.088350118992,460.35466524525464,9
3421.1657453346897,1710.182456852532,556.9513082190364,0
3421.1645087918237,1710.1854242994489,556.9514296832303,1
3421.1649418783836,1710.1837277009681,556.951364763223,2
3421.1660026285153,1710.184005949983,556.9513567100801,3
3421.1652829796894,1710.1838752290976,506.9513641501181,4
3421.16753597637,1710.183452649298,506.951312536322,5
3421.165333659831,1710.184560922491,506.9513866586057,6
3421.1662380867174,1710.1846972984006,456.95137635811125,7
3421.1657712910064,1710.1823672631822,456.9513047399021,8
3421.166765992317,1710.182363922702,456.95128819062256,9
2200.762771333472,291.5287270364556,539.1145884323812,0
2200.76240455966,291.5298100747159,539.1146409579844,1
2200.762790055222,291.5299032330599,539.1146418517155,2
2200.7640824092755,291.52993484660715,539.1146320608241,3
2200.7622245413713,291.53044539947393,489.114671464924,4
2200.7636581684956,291.5282537044905,489.1145591626312,5
2200.7630660980763,291.53018248504793,489.11465217423194,6
2200.762171134503,291.5308570191189,439.1146906805933,7
2200.7623186424194,291.5296068887591,439.114632448434,8
2200.7622956261825,291.5294968913532,439.1146276374855,9
610.1900779488072,1845.0202400466267,546.5524451581742,0
610.1927687289574,1845.020833136161,546.5524934723927,1
610.1901828315447,1845.0195267073957,546.5523968949541,2
610.1905352621465,1845.0203570077158,546.5524544699374,3
610.1928162390542,1845.0226899145987,496.5526200434777,4
610.190486073549,1845.0239325333146,496.5526977879388,5
610.1921559893811,1845.0213552661257,496.55252721926365,6
610.1886748181793,1845.023971040082,446.55269507179815,7
610.1897846514273,1845.0200346987624,446.5524303113911,8
610.1921967943262,1845.0241198499157,446.5527155844941,9
2475.8859348291694,2970.16211422191,544.3273268193448,0
2475.8851453106927,2970.1624037283486,544.3273368111431,1
2475.8853094849405,2970.161831504214,544.3273018248249,2
2475.884654757455,2970.161487719662,544.3272725848215,3
2475.883796591762,2970.1612696377133,494.32724920402705,4
2475.8828575995367,2970.1614519731634,494.3272506767784,5
2475.8835619652436,2970.160446723473,494.3271937537587,6
2475.884730450502,2970.162942315076,444.327366900077,7
2475.885468872957,2970.1599798121865,444.3271845529454,8
2475.883560928214,2970.1624910839782,444.32732513688853,9
171.94162308869844,420.2518210764221,555.0462955814812,0
171.943155628191,420.2510773651172,555.0463640766964,1
171.94271095159812,420.25071168407715,555.0463581237509,2
171.94200420844803,420.2523654915062,555.0462951530667,3
171.94101258235844,420.25248618431004,505.0462594650221,4
171.94258593829306,420.2525981995265,505.04630882262416,5
171.94282949022605,420.2534098500021,505.046297445918,6
171.94273080059463,420.25161630403096,455.0463371222015,7
171.942727873595,420.2525890076011,455.0463137372615,8
171.94265443616231,420.2520863012633,455.04632334390686,9
4546.6013084022225,1554.9882941902927,562.4499861645627,0
4546.600607788638,1554.9907066679534,562.4499886138345,1
4546.600766530674,1554.9882641860124,562.4499604387926,2
4546.601291986644,1554.9898520155873,562.450008093566,3
4546.601715444232,1554.9902048332829,512.4500329958983,4
4546.601336903285,1554.9892360853726,512.4500012166183,5
4546.601175046857,1554.991102240338,512.4500208500415,6
4546.600822795491,1554.9892669119206,462.4499776728163,7
4546.602644170791,1554.9893708903078,462.4500641894075,8
4546.601825106251,1554.9888272705105,462.4500180447932,9
1293.8999518115565,2632.119068781865,566.2914899705906,0
1293.9008718792015,2632.1214263068678,566.2914177361583,1
1293.8993505082997,2632.1178459808866,566.2915328713325,2
1293.8998197180363,2632.121795493204,566.2914588151135,3
1293.8991043255166,2632.120854900672,516.291502889486,4
1293.9015857008987,2632.1186621956244,516.2914239205423,5
1293.9004769831638,2632.1208441804897,516.2914429175974,6
1293.8995288723436,2632.1190122035064,466.2915092602275,7
1293.8993263191708,2632.1182010271355,466.29152912073823,8
1293.8992587225396,2632.1179918435996,466.2915349151299,9
3312.611455853378,2222.3050832893823,569.6338264021208,0
3312.611655555822,2222.304297366967,569.6338242571886,1
3312.611752650142,2222.306686791575,569.6338640310615,2
3312.6094280342677,2222.306227319183,569.6337475014194,3
3312.6126494389027,2222.3046436215946,519.6338762851885,4
3312.613094342297,2222.3062722816226,519.6339212780642,5
3312.6107167580544,2222.3057974935355,519.6338020219443,6
3312.6119800968227,2222.3059292680045,469.6338636144442,7
3312.6119605259023,2222.30493258902,469.63384801212624,8
3312.6115911307343,2222.3044395481165,469.6338233091225,9
1558.5552692209935,2091.0463190781625,553.9725413759724,0
1558.5546449171122,2091.048459078979,553.972555844899,1
1558.5564717571754,2091.0478321239248,553.9725112385626,2
1558.5542881342901,2091.046906577354,553.9725652303121,3
1558.5565935447548,2091.0473647027175,503.9725084361933,4
1558.5576997765947,2091.0476163036433,503.9724811711171,5
1558.5555724961714,2091.0469138693397,503.9725336896781,6
1558.5555139879596,2091.0470705159673,453.9725350633211,7
1558.5560885557315,2091.0481796881204,453.9725205082912,8
1558.5545944575942,2091.0458917528504,453.9725581167424,9
2600.338269683681,2107.4527599526546,544.7979079395491,0
2600.339002522448,2107.4500990707347,544.7980774914091,1
2600.3404944676586,2107.4547449608453,544.7978365009926,2
2600.3400998181423,2107.4530904521025,544.7979250373417,3
2600.3401877184124,2107.4521530716747,494.79798138549563,4
2600.341024965537,2107.4519616867838,494.79800916272336,5
2600.340373281368,2107.452573659134,494.79796057189225,6
2600.3394377986006,2107.4532440036774,444.79790294419723,7
2600.339930929297,2107.4514962161684,444.7980145470766,8
2600.3406423988977,2107.4513534933462,444.79803699157003,9
2733.5514248975555,1078.473444540269,581.2326392580173,0
2733.552482611964,1078.4739283574984,581.2326157318064,1
2733.5513716894397,1078.4742714255647,581.2326587753352,2
2733.552786923947,1078.474011469572,581.2326077551386,3
2733.5514070690183,1078.472141823033,531.2326117718377,4
2733.5503316027352,1078.4731484345612,531.2326679689929,5
2733.5507872041962,1078.4732666879625,531.2326558937525,6
2733.551453366323,1078.4739833520198,481.2326499493813,7
2733.5513262176205,1078.4739401609093,481.2326530998869,8
2733.5514611908134,1078.4714781926991,481.23259574125495,9
924.2713382922414,880.7753887059245,535.8362037321431,0
924.2710679328923,880.7761327222101,535.8361549430647,1
924.2738083784675,880.7767515553318,535.836157975368,2
924.2720641847642,880.7770235196169,535.8361159419237,3
924.2724262950924,880.775195707509,485.8362313583521,4
924.2716642249716,880.7752303237936,485.83621806527805,5
924.2718894508166,880.7757032097026,485.8361928954069,6
924.2724382016162,880.7755358395003,435.83621104699967,7
924.2727145658049,880.776723439755,435.83614358145854,8
924.2732271817706,880.7740478955117,435.83631227123703,9
4847.920584901658,2428.084400755452,561.5322406605889,0
4847.921771944094,2428.0832416701387,561.5321867623795,1
4847.921968709767,2428.0816644551032,561.53218647769,2
4847.923680285521,2428.084225590701,561.5320823327393,3
4847.922562312392,2428.0808753932483,511.53216083296326,4
4847.922592578345,2428.083858239546,511.5321406469346,5
4847.921659911224,2428.0836497954606,511.53218998378844,6
4847.923123512944,2428.08404572704,461.532112131397,7
4847.9232584031615,2428.0824933666,461.53211487827053,8
4847.924335394295,2428.0833079059676,461.5320543234151,9
3875.6640895010332,2430.339250769583,593.7205732586866,0
3875.6636735233214,2430.339299234828,593.7205693233602,1
3875.6639438595125,2430.3418957460226,593.7206069847219,2
3875.6627449044295,2430.3385704761445,593.7205493582578,3
3875.6655879759,2430.339974713865,543.7205994371085,4
3875.663447732834,2430.3412239422296,543.7205925454482,5
3875.6635111900328,2430.342010047256,543.7206037448655,6
3875.664794731444,2430.339696126134,493.72058697696195,7
3875.6662741137857,2430.339578322619,493.7206017010517,8
3875.6648589009446,2430.340483330123,493.7205981991183,9
4697.496009562235,2601.218517251508,569.1569819032856,0
4697.494739825094,2601.216202322441,569.1570556295518,1
